ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
FMMS,medium_airport,Sainte Marie Airport,"49.815799713134766, -17.093900680541992",7,AF,MG,MG-A,,FMMS,SMS,
FMMT,medium_airport,Toamasina Airport,"49.39250183105469, -18.109500885009766",22,AF,MG,MG-A,,FMMT,TMM,
FMMU,small_airport,Tambohorano Airport,"43.972801208496094, -17.47610092163086",23,AF,MG,MG-M,Tambohorano,FMMU,WTA,
FMMV,medium_airport,Morondava Airport,"44.31760025024414, -20.284700393676758",30,AF,MG,MG-U,,FMMV,MOQ,
FMMX,small_airport,Tsiroanomandidy Airport,"46.0540652275, -18.759676556400002",2776,AF,MG,MG-T,Tsiroanomandidy,FMMX,WTS,
FMMY,small_airport,Vatomandry Airport,"48.95, -19.383333",39,AF,MG,MG-A,Vatomandry,FMMY,VAT,
FMMZ,small_airport,Ambatondrazaka Airport,"48.4425830841, -17.7953776085",2513,AF,MG,MG-A,Ambatondrazaka,FMMZ,WAM,
FMNA,medium_airport,Arrachart Airport,"49.29169845581055, -12.34939956665039",374,AF,MG,MG-D,,FMNA,DIE,
FMNC,medium_airport,Mananara Nord Airport,"49.773799896240234, -16.16390037536621",9,AF,MG,MG-A,Mananara Nord,FMNC,WMR,
FMND,medium_airport,Andapa Airport,"49.620601654052734, -14.651700019836426",1552,AF,MG,MG-D,,FMND,ZWA,
FMNE,small_airport,Ambilobe Airport,"48.987998962402344, -13.188400268554688",72,AF,MG,MG-D,,FMNE,AMB,
FMNF,small_airport,Avaratra Airport,"48.483001708984375, -15.199999809265137",820,AF,MG,MG-M,Befandriana,FMNF,WBD,
FMNG,small_airport,Port Bergé Airport,"47.6235866547, -15.584286474099999",213,AF,MG,MG-M,Port Bergé,FMNG,WPB,
FMNH,medium_airport,Antsirabato Airport,"50.3202018737793, -14.99940013885498",20,AF,MG,MG-D,,FMNH,ANM,
FMNL,medium_airport,Analalava Airport,"47.76380157470703, -14.62969970703125",345,AF,MG,MG-M,,FMNL,HVA,
FMNM,medium_airport,Amborovy Airport,"46.351232528699995, -15.6668417421",87,AF,MG,MG-M,,FMNM,MJN,
FMNN,medium_airport,Fascene Airport,"48.3148002625, -13.3121004105",36,AF,MG,MG-D,Nosy Be,FMNN,NOS,
FMNO,small_airport,Soalala Airport,"45.358836650799994, -16.1016904207",141,AF,MG,MG-M,Soalala,FMNO,DWB,
FMNP,small_airport,Mampikony Airport,"47.644164562200004, -16.0722693402",,AF,MG,MG-M,Mampikony,FMNP,WMP,
FMNQ,medium_airport,Besalampy Airport,"44.4824838638, -16.744530296500002",125,AF,MG,MG-M,,FMNQ,BPY,
FMNR,medium_airport,Maroantsetra Airport,"49.68830108642578, -15.436699867248535",13,AF,MG,MG-A,,FMNR,WMN,
FMNS,medium_airport,Sambava Airport,"50.17470169067383, -14.278599739074707",20,AF,MG,MG-D,,FMNS,SVB,
FMNT,small_airport,Tsaratanana Airport,"47.6190161705, -16.7510643983",1073,AF,MG,MG-M,Tsaratanana,FMNT,TTS,
FMNV,medium_airport,Vohimarina Airport,"50.00279998779297, -13.375800132751465",19,AF,MG,MG-D,,FMNV,VOH,
FMNW,medium_airport,Ambalabe Airport,"47.993900299072266, -14.898799896240234",92,AF,MG,MG-M,Antsohihy,FMNW,WAI,
FMNX,small_airport,Mandritsara Airport,"48.8332843781, -15.8330494086",1007,AF,MG,MG-M,Mandritsara,FMNX,WMA,
FMNZ,small_airport,Ampampamena Airport,"48.632702, -13.484816",49,AF,MG,MG-D,,FMNZ,IVA,
FMSB,small_airport,Antsoa Airport,"45.136020183599996, -21.606983764699997",820,AF,MG,MG-U,Beroroha,FMSB,WBO,
FMSC,small_airport,Mandabe Airport,"44.9404120445, -21.0463049303",951,AF,MG,MG-U,Mandabe,FMSC,WMD,
FMSD,medium_airport,Tôlanaro Airport,"46.95610046386719, -25.03809928894043",29,AF,MG,MG-U,Tôlanaro,FMSD,FTU,
FMSF,medium_airport,Fianarantsoa Airport,"47.111698150634766, -21.441600799560547",3658,AF,MG,MG-F,,FMSF,WFI,
FMSG,small_airport,Farafangana Airport,"47.82059860229492, -22.805299758911133",26,AF,MG,MG-F,,FMSG,RVA,
FMSI,small_airport,Ihosy Airport,"46.1649370193, -22.404720202399997",2500,AF,MG,MG-F,Ihosy,FMSI,IHO,
FMSJ,small_airport,Manja Airport,"44.31650877, -21.4261052506",787,AF,MG,MG-U,Manja,FMSJ,MJA,
FMSK,medium_airport,Manakara Airport,"48.02170181274414, -22.119699478149414",33,AF,MG,MG-F,,FMSK,WVK,
FMSL,small_airport,Bekily Airport,"45.3045272827, -24.235694754699995",1270,AF,MG,MG-U,Bekily,FMSL,OVA,
FMSM,medium_airport,Mananjary Airport,"48.358299255371094, -21.201799392700195",20,AF,MG,MG-F,,FMSM,MNJ,
FMSN,small_airport,Samangoky Airport,"43.733001708984375, -21.700000762939453",89,AF,MG,MG-U,Tanandava,FMSN,TDV,
FMSR,medium_airport,Morombe Airport,"43.3754997253418, -21.7539005279541",16,AF,MG,MG-U,,FMSR,MXM,
FMST,medium_airport,Toliara Airport,"43.72850036621094, -23.383399963378906",29,AF,MG,MG-U,,FMST,TLE,
FMSU,small_airport,Vangaindrano Airport,"47.581701278699995, -23.350766591499998",45,AF,MG,MG-F,Vangaindrano,FMSU,VND,
FMSV,small_airport,Betioky Airport,"44.388999938964844, -23.732999801635742",919,AF,MG,MG-U,Betioky,FMSV,BKU,
FMSY,small_airport,Ampanihy Airport,"44.73419952392578, -24.69969940185547",771,AF,MG,MG-U,Ampanihy,FMSY,AMP,
FMSZ,small_airport,Ankazoabo Airport,"44.5315361023, -22.2964423522",1411,AF,MG,MG-U,Ankazoabo,FMSZ,WAK,
FNAM,small_airport,Ambriz Airport,"13.116100311279297, -7.86221981048584",144,AF,AO,AO-BGO,Ambriz,FNAM,AZZ,
FNBC,medium_airport,Mbanza Congo Airport,"14.246999740600586, -6.269899845123291",1860,AF,AO,AO-ZAI,Mbanza Congo,FNBC,SSY,
FNBG,medium_airport,Benguela Airport,"13.4036998749, -12.609000206",118,AF,AO,AO-BGU,Benguela,FNBG,BUG,
FNBL,small_airport,Lumbala Airport,"21.45083, -14.105106",3700,AF,AO,AO-MOX,Lumbala N'guimbo,FNBL,GGC,
FNCA,medium_airport,Cabinda Airport,"12.188400268554688, -5.59699010848999",66,AF,AO,AO-CAB,Cabinda,FNCA,CAB,
FNCF,small_airport,Cafunfo Airport,"17.989700317382812, -8.783610343933105",,AF,AO,AO-LNO,Cafunfo,FNCF,CFF,
FNCH,small_airport,Chitato Airport,"20.80470085144043, -7.358890056610107",2500,AF,AO,AO-LNO,Chitato,FNCH,PGI,
FNCT,medium_airport,Catumbela Airport,"13.4869, -12.4792",23,AF,AO,AO-BGU,Catumbela,FNCT,CBT,
FNCV,small_airport,Cuito Cuanavale Airport,"19.156099319458008, -15.160300254821777",,AF,AO,AO-CCU,Cuito Cuanavale,FNCV,CTI,
FNCX,small_airport,Camaxilo Airport,"18.923599243164062, -8.37360954284668",3957,AF,AO,AO-LNO,Camaxilo,FNCX,CXM,
FNCZ,small_airport,Cazombo Airport,"22.916400909423828, -11.893099784851074",3700,AF,AO,AO-MOX,Cazombo,FNCZ,CAV,
FNDU,medium_airport,Dundo Airport,"20.818500518798828, -7.400889873504639",2451,AF,AO,AO-LNO,Chitato,FNDU,DUE,
FNE,small_airport,Fane Airport,"147.085833333, -8.54927777778",4500,OC,PG,PG-CPM,Fane Mission,AYFA,FNE,FANE
FNGI,medium_airport,Ngjiva Pereira Airport,"15.683799743700002, -17.0435009003",3566,AF,AO,AO-CNN,Ngiva,FNGI,VPE,
FNHU,medium_airport,Nova Lisboa Airport,"15.760499954223633, -12.808899879455566",5587,AF,AO,AO-HUA,Huambo,FNHU,NOV,
FNKU,medium_airport,Kuito Airport,"16.947399139404, -12.404600143433",5618,AF,AO,AO-BIE,Kuito,FNKU,SVP,
FNLK,small_airport,Lucapa Airport,"20.7320861816, -8.445727348330001",3029,AF,AO,AO-LNO,Lucapa,FNLK,LBZ,
FNLU,medium_airport,Quatro de Fevereiro Airport,"13.231200218199998, -8.85836982727",243,AF,AO,AO-LUA,Luanda,FNLU,LAD,
FNLZ,small_airport,Luzamba Airport,"18.049299240099998, -9.11596012115",2904,AF,AO,AO-LNO,Luzamba,FNLZ,LZM,
FNMA,medium_airport,Malanje Airport,"16.312400817871094, -9.525090217590332",3868,AF,AO,AO-MAL,Malanje,FNMA,MEG,
FNME,medium_airport,Menongue Airport,"17.71980094909668, -14.657600402832031",4469,AF,AO,AO-CCU,Menongue,FNME,SPP,
FNMO,medium_airport,Namibe Airport,"12.14680004119873, -15.261199951171875",210,AF,AO,AO-NAM,Namibe,FNMO,MSZ,
FNNG,medium_airport,Negage Airport,"15.287699699401855, -7.754509925842285",4105,AF,AO,AO-UIG,Negage,FNNG,GXG,
FNPA,medium_airport,Porto Amboim Airport,"13.76550006866455, -10.722000122070312",16,AF,AO,AO-CUS,Port Amboim,FNPA,PBN,
FNSA,medium_airport,Saurimo Airport,"20.431900024414062, -9.689069747924805",3584,AF,AO,AO-LSU,Saurimo,FNSA,VHC,
FNSO,medium_airport,Soyo Airport,"12.371800422668457, -6.141089916229248",15,AF,AO,AO-ZAI,Soyo,FNSO,SZA,
FNSU,medium_airport,Sumbe Airport,"13.84749984741211, -11.167900085449219",36,AF,AO,AO-CUS,Sumbe,FNSU,NDD,
FNUA,small_airport,Luau Airport,"22.23110008239746, -10.715800285339355",3609,AF,AO,AO-MOX,Luau,FNUA,UAL,
FNUB,medium_airport,Lubango Airport,"13.574999809265137, -14.924699783325195",5778,AF,AO,AO-HUI,Lubango,FNUB,SDD,
FNUE,medium_airport,Luena Airport,"19.8976993560791, -11.768099784851074",4360,AF,AO,AO-MOX,Luena,FNUE,LUO,
FNUG,medium_airport,Uige Airport,"15.027799606323242, -7.60306978225708",2720,AF,AO,AO-UIG,Uige,FNUG,UGO,
FNWK,small_airport,Waco Kungo Airport,"15.101400375366211, -11.426400184631348",4324,AF,AO,AO-CUS,Waco Kungo,FNWK,CEO,
FNXA,medium_airport,Xangongo Airport,"14.965299606323242, -16.755399703979492",3635,AF,AO,AO-CNN,Xangongo,FNXA,XGN,
FNZE,small_airport,N'zeto Airport,"12.863100051879883, -7.259439945220947",69,AF,AO,AO-ZAI,N'zeto,FNZE,ARZ,
FNZG,small_airport,Nzagi Airport,"21.358200073200003, -7.716939926149999",2431,AF,AO,AO-LNO,Nzagi,FNZG,NZA,
FOGB,small_airport,Booue Airport,"11.9438, -0.1075",604,AF,GA,GA-6,Booue,FOGB,BGB,
FOGE,small_airport,Ndende Airport,"11.366999626159668, -2.4000000953674316",417,AF,GA,GA-4,Ndende,FOGE,KDN,
FOGF,small_airport,Fougamou Airport,"10.616999626159668, -1.2829999923706055",263,AF,GA,GA-4,Fougamou,FOGF,FOU,
FOGG,small_airport,M'Bigou Airport,"11.932999610900879, -1.8830000162124634",2346,AF,GA,GA-4,M'Bigou,FOGG,MBC,
FOGI,small_airport,Moabi Airport,"11, -2.433000087738037",787,AF,GA,GA-5,Moabi,FOGI,MGX,
FOGJ,small_airport,Ville Airport,"10.75, -0.18299999833106995",164,AF,GA,GA-3,N'Djolé,FOGJ,KDJ,
FOGK,medium_airport,Koulamoutou Mabimbi Airport,"12.441300392151, -1.1846100091934",1070,AF,GA,GA-7,Koulamoutou,FOGK,KOU,
FOGM,medium_airport,Mouilla Ville Airport,"11.056699752807617, -1.845139980316162",295,AF,GA,GA-4,Mouila,FOGM,MJL,
FOGO,medium_airport,Oyem Airport,"11.581399917602539, 1.5431100130081177",2158,AF,GA,GA-9,Oyem,FOGO,OYE,
FOGQ,medium_airport,Okondja Airport,"13.673100471496582, -0.6652140021324158",1325,AF,GA,GA-2,Okondja,FOGQ,OKN,
FOGR,medium_airport,Lambarene Airport,"10.245699882507324, -0.7043889760971069",82,AF,GA,GA-3,Lambarene,FOGR,LBQ,
FOGV,small_airport,Minvoul Airport,"12.133000373840332, 2.1500000953674316",1969,AF,GA,GA-9,Minvoul,FOGV,MVX,
FOOB,medium_airport,Bitam Airport,"11.493200302124023, 2.0756399631500244",1969,AF,GA,GA-9,Bitam,FOOB,BMM,
FOOD,small_airport,Moanda Airport,"13.2670001984, -1.53299999237",1877,AF,GA,GA-2,Moanda,FOOD,MFF,
FOOE,small_airport,Mekambo Airport,"13.932999610900879, 1.0169999599456787",1686,AF,GA,GA-6,Mekambo,FOOE,MKB,
FOOG,medium_airport,Port Gentil Airport,"8.754380226135254, -0.7117390036582947",13,AF,GA,GA-8,Port Gentil,FOOG,POG,
FOOH,medium_airport,Omboue Hopital Airport,"9.262689590454102, -1.5747300386428833",33,AF,GA,GA-8,Omboue,FOOH,OMB,
FOOI,small_airport,Tchongorove Airport,"9.3092, -1.9223",48,AF,GA,GA-8,Iguela,FOOI,IGE,
FOOK,medium_airport,Makokou Airport,"12.890899658203125, 0.5792109966278076",1726,AF,GA,GA-6,Makokou,FOOK,MKU,
FOOL,medium_airport,Libreville Leon M'ba International Airport,"9.412280082699999, 0.458600014448",39,AF,GA,GA-1,Libreville,FOOL,LBV,
FOOM,small_airport,Mitzic Airport,"11.550000190734863, 0.7829999923706055",1913,AF,GA,GA-9,Mitzic,FOOM,MZC,
FOON,medium_airport,M'Vengue El Hadj Omar Bongo Ondimba International Airport,"13.437999725341797, -1.6561599969863892",1450,AF,GA,GA-2,Franceville,FOON,MVB,
FOOR,small_airport,Lastourville Airport,"12.748600006103516, -0.8266670107841492",1585,AF,GA,GA-7,Lastourville,FOOR,LTL,
FOOS,small_airport,Sette Cama Airport,"9.767000198364258, -2.5329999923706055",10,AF,GA,GA-8,Sette Cama,FOOS,ZKM,
FOOT,small_airport,Tchibanga Airport,"11.017000198364258, -2.8499999046325684",269,AF,GA,GA-5,Tchibanga,FOOT,TCH,
FOOY,small_airport,Mayumba Airport,"10.674076080322266, -3.4584197998046875",13,AF,GA,GA-5,Mayumba,FOOY,MYB,
FOY,small_airport,Foya Airport,"-10.2269, 8.3513",1480,AF,LR,LR-LO,Foya,,FOY,
FPPR,medium_airport,Principe Airport,"7.411739826202393, 1.6629400253295898",591,AF,ST,ST-P,,FPPR,PCP,
FPST,medium_airport,São Tomé International Airport,"6.7121500968933105, 0.3781749904155731",33,AF,ST,ST-S,São Tomé,FPST,TMS,
FQAG,small_airport,Angoche Airport,"39.94521713256836, -16.181869506835938",121,AF,MZ,MZ-N,Angoche,FQAG,ANO,
FQBR,medium_airport,Beira Airport,"34.90760040283203, -19.79640007019043",33,AF,MZ,MZ-S,Beira,FQBR,BEW,
FQCB,small_airport,Cuamba Airport,"36.529999, -14.815",1919,AF,MZ,MZ-A,Cuamba,FQCB,FXO,
FQCH,medium_airport,Chimoio Airport,"33.42900085449219, -19.15130043029785",2287,AF,MZ,MZ-B,Chimoio,FQCH,VPY,
FQIA,small_airport,Inhaca Airport,"32.929351806599996, -25.9971446991",10,AF,MZ,MZ-L,Inhaca,FQIA,IHC,
FQIN,medium_airport,Inhambane Airport,"35.40850067138672, -23.876399993896484",30,AF,MZ,MZ-I,Inhambabe,FQIN,INH,
FQLC,medium_airport,Lichinga Airport,"35.2663, -13.274",4505,AF,MZ,MZ-A,Lichinga,FQLC,VXC,
FQLU,small_airport,Lumbo Airport,"40.671699523899996, -15.0331001282",33,AF,MZ,MZ-N,Lumbo,FQLU,LFB,
FQMA,medium_airport,Maputo Airport,"32.572601318359375, -25.920799255371094",145,AF,MZ,MZ-MPM,Maputo,FQMA,MPM,
FQMD,medium_airport,Mueda Airport,"39.5630989074707, -11.672900199890137",2789,AF,MZ,MZ-P,Mueda,FQMD,MUD,
FQMP,medium_airport,Mocímboa da Praia Airport,"40.35490036010742, -11.361800193786621",89,AF,MZ,MZ-P,Mocímboa da Praia,FQMP,MZB,
FQNC,small_airport,Nacala Airport,"40.71220016479492, -14.488200187683105",410,AF,MZ,MZ-N,Nacala,FQNC,MNC,
FQNP,medium_airport,Nampula Airport,"39.28179931640625, -15.105600357055664",1444,AF,MZ,MZ-N,Nampula,FQNP,APL,
FQPB,medium_airport,Pemba Airport,"40.52401351928711, -12.991762161254883",331,AF,MZ,MZ-P,Pemba / Porto Amelia,FQPB,POL,
FQPO,small_airport,Ponta do Ouro Airport,"32.837707519531, -26.828552246094",92,AF,MZ,MZ-L,Ponta do Ouro,FQPO,PDD,
FQQL,medium_airport,Quelimane Airport,"36.86909866333008, -17.855499267578125",36,AF,MZ,MZ-Q,Quelimane,FQQL,UEL,
FQTT,medium_airport,Chingozi Airport,"33.640201568603516, -16.104799270629883",525,AF,MZ,MZ-T,Tete,FQTT,TET,
FQVL,medium_airport,Vilankulo Airport,"35.31330108642578, -22.018400192260742",46,AF,MZ,MZ-I,Vilanculo,FQVL,VNX,
FQXA,small_airport,Xai-Xai Airport,"33.62739944458008, -25.037799835205078",,AF,MZ,MZ-G,Xai-Xai,FQXA,VJB,
FR-0321,medium_airport,Brive Souillac Airport,"1.485556, 45.039722",1016,EU,FR,FR-L,,LFSL,BVE,
FSDR,small_airport,Desroches Airport,"53.6558, -5.6967",10,AF,SC,SC-15,Desroches Island,FSDR,DES,
FSIA,medium_airport,Seychelles International Airport,"55.52180099487305, -4.674339771270752",10,AF,SC,SC-20,Mahe Island,FSIA,SEZ,
FSL,small_airport,Fossil Downs Airport,"125.7873, -18.1321",414,OC,AU,AU-WA,Fossil Downs Station,,FSL,
FSPP,medium_airport,Praslin Airport,"55.69139862060547, -4.3192901611328125",10,AF,SC,SC-14,Praslin Island,FSPP,PRI,
FSSB,small_airport,Bird Island Airport,"55.205299, -3.72472",6,AF,SC,SC-15,Bird Island,FSSB,BDI,
FSSD,small_airport,Denis Island Airport,"55.666901, -3.80222",10,AF,SC,SC-15,Denis Island,FSSD,DEI,
FSSF,small_airport,Frégate Island Airport,"55.950001, -4.583",610,AF,SC,SC-15,Frégate Island,FSSF,FRK,
FTTA,small_airport,Sarh Airport,"18.374399185180664, 9.144439697265625",1198,AF,TD,TD-MC,Sarh,FTTA,SRH,
FTTB,small_airport,Bongor Airport,"15.381099700927734, 10.288100242614746",1076,AF,TD,TD-MK,Bongor,FTTB,OGR,
FTTC,medium_airport,Abeche Airport,"20.84429931640625, 13.847000122070312",1788,AF,TD,TD-OD,,FTTC,AEH,
FTTD,medium_airport,Moundou Airport,"16.071399688720703, 8.624409675598145",1407,AF,TD,TD-LO,,FTTD,MQQ,
FTTH,small_airport,Lai Airport,"16.3125, 9.3979",1171,AF,TD,TD-TA,Lai,FTTH,LTC,
FTTI,small_airport,Ati Airport,"18.31329917907715, 13.238900184631348",1089,AF,TD,TD-BA,Ati,FTTI,ATV,
FTTJ,medium_airport,N'Djamena International Airport,"15.034000396728516, 12.133700370788574",968,AF,TD,TD-CB,N'Djamena,FTTJ,NDJ,
FTTK,small_airport,Bokoro Airport,"17.066999435424805, 12.383000373840332",984,AF,TD,TD-CB,Bokoro,FTTK,BKR,
FTTL,small_airport,Bol Airport,"14.739399909973145, 13.443300247192383",955,AF,TD,TD-LC,Bol,FTTL,OTC,
FTTM,small_airport,Mongo Airport,"18.674999237060547, 12.166999816894531",1414,AF,TD,TD-GR,Mongo,FTTM,MVO,
FTTN,small_airport,Am Timan Airport,"20.274000167799997, 11.0340003967",1420,AF,TD,TD-SA,Am Timan,FTTN,AMC,
FTTP,small_airport,Pala Airport,"14.925000190734863, 9.378060340881348",1532,AF,TD,TD-MK,Pala,FTTP,PLF,
FTTS,small_airport,Bousso Airport,"16.716999053955078, 10.482999801635742",1099,AF,TD,TD-CB,Bousso,FTTS,OUT,
FTTU,small_airport,Mao Airport,"15.314399719238281, 14.145600318908691",1072,AF,TD,TD-KA,Mao,FTTU,AMO,
FTTY,medium_airport,Faya Largeau Airport,"19.111099243164062, 17.91710090637207",771,AF,TD,TD-BET,,FTTY,FYT,
FUB,small_airport,Fulleborn Airport,"150.6264, -6.1518",36,OC,PG,PG-EBR,Fulleborn,,FUB,FUL
FVBM,small_airport,Bumi Airport,"28.3500003815, -16.8169994354",1650,AF,ZW,ZW-MW,Bumi,FVBM,BZH,
FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,"28.617900848388672, -20.01740074157715",4359,AF,ZW,ZW-BU,Bulawayo,FVBU,BUQ,
FVCH,small_airport,Chipinge Airport,"32.628299713134766, -20.20669937133789",3720,AF,ZW,ZW-MA,Chipinge,FVCH,CHJ,
FVCZ,medium_airport,Buffalo Range Airport,"31.5786, -21.008101",1421,AF,ZW,ZW-MV,Chiredzi,FVCZ,BFO,
FVFA,medium_airport,Victoria Falls International Airport,"25.839000701904297, -18.09589958190918",3490,AF,ZW,ZW-MN,Victoria Falls,FVFA,VFA,
FVHA,medium_airport,Harare International Airport,"31.09280014038086, -17.931800842285156",4887,AF,ZW,ZW-HA,Harare,FVHA,HRE,
FVKB,medium_airport,Kariba International Airport,"28.885000228881836, -16.519800186157227",1706,AF,ZW,ZW-MW,Kariba,FVKB,KAB,
FVMH,small_airport,Mahenye Airport,"32.3336, -21.231",930,AF,ZW,ZW-MA,Gonarezhou National Park,FVMH,MJW,
FVMU,small_airport,Mutare Airport,"32.627201080322, -18.997499465942",3410,AF,ZW,ZW-MA,Mutare,FVMU,UTA,
FVMV,medium_airport,Masvingo International Airport,"30.859100341796875, -20.055299758911133",3595,AF,ZW,ZW-MV,Masvingo,FVMV,MVZ,
FVTL,medium_airport,Thornhill Air Base,"29.861900329589844, -19.436399459838867",4680,AF,ZW,ZW-MI,Gweru,FVTL,GWE,
FVWN,medium_airport,Hwange National Park Airport,"27.020999908447266, -18.629899978637695",3543,AF,ZW,ZW-MN,Hwange,FVWN,HWN,
FVWT,small_airport,Hwange (Town) Airport,"26.519791, -18.362967",2500,AF,ZW,ZW-MN,Hwange,FVWT,WKI,
FWCD,small_airport,Chelinda Malawi Airport,"33.799999237099996, -10.5500001907",7759,AF,MW,MW-RU,,FWCD,CEH,
FWCL,medium_airport,Chileka International Airport,"34.9739990234375, -15.679100036621094",2555,AF,MW,MW-BL,Blantyre,FWCL,BLZ,
FWCM,small_airport,Club Makokola Airport,"35.13249969482422, -14.306900024414062",1587,AF,MW,MW-MG,Club Makokola,FWCM,CMK,
FWDW,medium_airport,Dwangwa Airport,"34.131900787353516, -12.51830005645752",1605,AF,MW,MW-NK,Dwangwa,FWDW,DWA,
FWKA,medium_airport,Karonga Airport,"33.893001556396484, -9.953570365905762",1765,AF,MW,MW-KR,Karonga,FWKA,KGJ,
FWKG,small_airport,Kasungu Airport,"33.46860122680664, -13.014599800109863",3470,AF,MW,MW-KS,Kasungu,FWKG,KBQ,
FWKI,medium_airport,Lilongwe International Airport,"33.78099823, -13.7894001007",4035,AF,MW,MW-LI,Lilongwe,FWKI,LLW,
FWLK,small_airport,Likoma Island Airport,"34.733001708984375, -12.083000183105469",1600,AF,MW,MW-LK,Likoma Island,FWLK,LIX,
FWMG,medium_airport,Mangochi Airport,"35.266998291015625, -14.482999801635742",1580,AF,MW,MW-MG,Mangochi,FWMG,MAI,
FWMY,small_airport,Monkey Bay Airport,"34.9197006226, -14.083600044299999",1580,AF,MW,MW-MG,Monkey Bay,FWMY,MYZ,
FWSM,small_airport,Salima Airport,"34.5841884613, -13.755892702500002",1688,AF,MW,MW-SA,Salima,FWSM,LMB,
FWUU,medium_airport,Mzuzu Airport,"34.01179885864258, -11.444700241088867",4115,AF,MW,MW-MZ,Mzuzu,FWUU,ZZU,
FXLK,small_airport,Lebakeng Airport,"28.65559959411621, -29.89080047607422",6000,AF,LS,LS-H,Lebakeng,FXLK,LEF,
FXLR,small_airport,Leribe Airport,"28.052799224853516, -28.855600357055664",5350,AF,LS,LS-C,Leribe,FXLR,LRB,
FXLS,small_airport,Lesobeng Airport,"28.316699981689453, -29.782899856567383",7130,AF,LS,LS-F,Lesobeng,FXLS,LES,
FXM,small_airport,Flaxman Island Airstrip,"-146.0209, 70.1895",20,NA,US,US-AK,Flaxman Island,,FXM,
FXMF,small_airport,Mafeteng Airport,"27.243600845336914, -29.80109977722168",5350,AF,LS,LS-E,Mafeteng,FXMF,MFC,
FXMK,small_airport,Mokhotlong Airport,"29.072799682617188, -29.28179931640625",7200,AF,LS,LS-J,Mokhotlong,FXMK,MKH,
FXMM,medium_airport,Moshoeshoe I International Airport,"27.552499771118164, -29.462299346923828",5348,AF,LS,LS-A,Maseru,FXMM,MSU,
FXNK,small_airport,Nkaus Airport,"28.196899414062, -30.021699905396",5621,AF,LS,LS-F,Nkaus,FXNK,NKU,
FXPG,small_airport,Pelaneng Airport,"28.505300521850586, -29.1205997467041",7200,AF,LS,LS-C,Pelaneng,FXPG,PEL,
FXQG,small_airport,Quthing Airport,"27.693300247192383, -30.407499313354492",5350,AF,LS,LS-G,Quthing,FXQG,UTG,
FXQN,small_airport,Qacha's Nek Airport,"28.671899795532227, -30.1117000579834",6100,AF,LS,LS-H,Qacha's Nek,FXQN,UNE,
FXSH,small_airport,Sehonghong Airport,"28.76889991760254, -29.730899810791016",6500,AF,LS,LS-K,Sehonghong,FXSH,SHK,
FXSK,small_airport,Sekakes Airport,"28.37030029296875, -30.03890037536621",5700,AF,LS,LS-H,Sekakes,FXSK,SKQ,
FXSM,small_airport,Semonkong Airport,"28.059999465942383, -29.838600158691406",7200,AF,LS,LS-A,Semonkong,FXSM,SOK,
FXSS,small_airport,Seshutes Airport,"28.55229949951172, -29.26759910583496",7000,AF,LS,LS-C,Seshutes,FXSS,SHZ,
FXTA,small_airport,Thaba-Tseka Airport,"28.615800857543945, -29.52280044555664",7500,AF,LS,LS-K,Thaba-Tseka,FXTA,THB,
FXTK,small_airport,Tlokoeng Airport,"28.882999420166016, -29.232999801635742",7000,AF,LS,LS-J,Tlokoeng,FXTK,TKO,
FYAA,small_airport,Ai-Ais Airport,"17.5966, -27.995",2000,AF,NA,NA-KU,Ai-Ais,FYAA,AIW,
FYAR,medium_airport,Arandis Airport,"14.979999542236328, -22.462200164794922",1905,AF,NA,NA-ER,Arandis,FYAR,ADI,
FYGB,small_airport,Gobabis Airport,"18.973100662231445, -22.5044002532959",4731,AF,NA,NA-OH,Gobabis,FYGB,GOG,
FYGF,medium_airport,Grootfontein Airport,"18.122699737548828, -19.60219955444336",4636,AF,NA,NA-OD,Grootfontein,FYGF,GFY,
FYHI,small_airport,Halali Airport,"16.4585, -19.0285",3639,AF,NA,NA-OT,Halali,FYHI,HAL,
FYKB,small_airport,Karasburg Airport,"18.7385, -28.0297",3275,AF,NA,NA-KA,Karasburg,FYKB,KAS,
FYKM,small_airport,Katima Mulilo Airport,"24.176701, -17.634399",3144,AF,NA,NA-CA,Mpacha,FYKM,MPA,
FYKT,medium_airport,Keetmanshoop Airport,"18.111400604248047, -26.5398006439209",3506,AF,NA,NA-KA,Keetmanshoop,FYKT,KMP,
FYLS,small_airport,Lianshulu Airport,"23.393299102800004, -18.116699218799997",3143,AF,NA,NA-CA,Lianshulu Lodge,FYLS,LHU,
FYLZ,medium_airport,Luderitz Airport,"15.242899894714355, -26.687400817871094",457,AF,NA,NA-KA,Luderitz,FYLZ,LUD,
FYME,small_airport,Mount Etjo Airport,"16.4528007507, -21.0233001709",5000,AF,NA,NA-OD,Mount Etjo Safari Lodge,FYME,MJO,
FYMG,small_airport,Midgard Airport,"17.37, -22.0106",5125,AF,NA,NA-OD,Midgard,FYMG,MQG,
FYMO,small_airport,Mokuti Lodge Airport,"17.05940055847168, -18.81279945373535",3665,AF,NA,NA-OT,Mokuti Lodge,FYMO,OKU,
FYNA,small_airport,Namutoni Airport,"16.9272, -18.8064",3579,AF,NA,NA-OT,Namutoni,FYNA,NNI,
